FECHA (YYMMDD);HORA (HHMM);;
180903;0700;191,027;
180903;0800;67,6022;
180903;0900;28,1806;
180903;1000;259,942;
180903;1100;280,953;
180903;1200;289,887;
180903;1300;316,083;
180903;1400;33,5973;
180903;1500;11,9429;
180903;1600;358,378;
180903;1700;59,2849;
180903;1800;61,7269;
180903;1900;66,8922;
180903;2000;78,705;
180903;2100;191,131;
180903;2200;247,293;
180903;2300;264,515;
180904;0000;249,166;
180904;0100;;
180904;0200;;
180904;0300;;
180904;0400;;
180904;0500;;
180904;0600;;
180904;0700;;
180904;0800;;
180904;0900;;
180904;1000;309,75;
180904;1100;301,942;
180904;1200;279,7;
180904;1300;280,845;
180904;1400;267,845;
180904;1500;263,924;
180904;1600;275,112;
180904;1700;292,699;
180904;1800;128,465;
180904;1900;40,2079;
180904;2000;89,1252;
180904;2100;45,2366;
180904;2200;0,356309;
180904;2300;283,84;
180905;0000;241,606;
180905;0100;341,751;
180905;0200;74,4664;
180905;0300;62,9099;
180905;0400;285,506;
180905;0500;344,267;
180905;0600;73,4735;
180905;0700;48,8644;
180905;0800;10,6843;
180905;0900;229,412;
180905;1000;288,02;
180905;1100;258,117;
180905;1200;305,831;
180905;1300;292,673;
180905;1400;244,824;
180905;1500;246,518;
180905;1600;228,422;
180905;1700;225,785;
180905;1800;57,0553;
180905;1900;48,4678;
180905;2000;30,2284;
180905;2100;88,6743;
180905;2200;101,184;
180905;2300;144,298;
180906;0000;206,689;
180906;0100;248,897;
180906;0200;265,19;
180906;0300;291,391;
180906;0400;272,049;
180906;0500;267,846;
180906;0600;257,978;
180906;0700;265,852;
180906;0800;266,027;
180906;0900;289,828;
180906;1000;289,927;
180906;1100;289,632;
180906;1200;285,87;
180906;1300;289,525;
180906;1400;289,581;
180906;1500;286,988;
180906;1600;286,282;
180906;1700;283,514;
180906;1800;276,857;
180906;1900;271,063;
180906;2000;280,654;
180906;2100;274,897;
180906;2200;278,751;
180906;2300;271,181;
180907;0000;272,525;
